customer_id,region,signup_date,mrr,tenure_months,churned
CUST-0582,South,2023-02-14,640.89,22,0
CUST-0583,East,2024-05-26,252.14,7,0
CUST-0584,North,2023-10-28,886.30,14,1
CUST-0585,East,2023-11-30,607.35,13,0
CUST-0586,East,2023-12-22,559.43,12,0
CUST-0587,North,2023-03-20,625.49,21,0
CUST-0588,South,2023-02-22,388.88,22,0
CUST-0589,East,2024-03-29,877.77,9,0
CUST-0590,North,2024-01-26,133.20,11,0
CUST-0591,South,2023-10-22,366.24,14,0
CUST-0592,East,2024-08-15,75.19,4,0
CUST-0593,West,2023-08-10,186.49,17,0
CUST-0594,East,2023-08-12,464.33,16,0
CUST-0595,West,2023-01-13,474.61,23,0
CUST-0596,East,2024-07-28,267.71,5,1
CUST-0597,South,2024-05-11,606.85,7,0
CUST-0598,South,2024-11-14,601.20,1,0
CUST-0599,North,2023-06-22,400.33,18,1
CUST-0600,East,2024-08-16,601.41,4,0
